id,color,reg_city,assembly,cc,body
11752696,Solid White,Islamabad,Local,1300 cc,Hatchback
11901196,Silver,Islamabad,Imported,1300 cc,Hatchback
11914389,White,Rawalpindi,Local,1000 cc,Hatchback
11905292,White,Islamabad,Local,1300 cc,Hatchback
11913809,Silver,Punjab,Local,1000 cc,Hatchback
11914763,White,Islamabad,Local,1000 cc,Hatchback
11914550,White,Islamabad,Imported,1300 cc,Sedan
11913574,Grey,Islamabad,Local,1300 cc,Hatchback
11869170,Silver,Islamabad,Imported,1000 cc,Hatchback
11912554,Maroon,Islamabad,Local,1300 cc,Hatchback
11809745,Black,Islamabad,Imported,1000 cc,Hatchback
11802363,White,Islamabad,Local,1300 cc,Hatchback
11594810,Solid White,Lahore,Local,1000 cc,Hatchback
11914300,Grey,Islamabad,Local,1300 cc,Hatchback
11851652,Burgundy,Islamabad,Imported,1000 cc,Hatchback
11889084,Grey,Islamabad,Local,1300 cc,Hatchback
9724440,White,Islamabad,Local,1300 cc,Hatchback
11913936,Beige,Punjab,Imported,1000 cc,Hatchback
11727219,Pearl Red,Rawalpindi,Local,1300 cc,Hatchback
11911704,Silver,Islamabad,Imported,1000 cc,Hatchback
11576372,Brown,Islamabad,Imported,1000 cc,Hatchback
11913459,Maroon,Islamabad,Local,1300 cc,Hatchback
11913247,White,Islamabad,Imported,1000 cc,Hatchback
11913000,Grey,Islamabad,Local,1000 cc,Hatchback
11912811,Beige,Islamabad,Imported,1000 cc,Hatchback
11845132,Black,Islamabad,Imported,1000 cc,Hatchback
11726417,Solid White,Punjab,Local,1000 cc,Hatchback
11662285,Solid White,Islamabad,Local,1000 cc,Hatchback
11912745,White,Karachi,Local,1300 cc,Hatchback
10529548,White,Punjab,Local,1300 cc,Hatchback
11912643,White,Islamabad,Local,1000 cc,Hatchback
11813611,Grey,Islamabad,Imported,1000 cc,Hatchback
11907499,Phoenix Red,Islamabad,Local,1300 cc,Hatchback
11837456,Silver,Lahore,Imported,1000 cc,Hatchback
11911702,White,Islamabad,Local,1000 cc,Hatchback
11792560,Pearl Red,Islamabad,Local,1300 cc,Hatchback
11903145,Silver,Punjab,Local,1000 cc,Hatchback
11906243,White,Punjab,Local,1000 cc,Hatchback
11911503,Silver,Punjab,Local,1000 cc,Hatchback
11911487,White,Islamabad,Local,1000 cc,Hatchback
11911426,Blue,Lahore,Local,1000 cc,Hatchback
11911281,White,Islamabad,Local,1000 cc,Hatchback
11911186,White,Islamabad,Local,1000 cc,Hatchback
11911192,White,Islamabad,Local,1000 cc,Hatchback
11904699,Beige,Islamabad,Local,1000 cc,Hatchback
11863611,White,Islamabad,Imported,1000 cc,Hatchback
11808655,Solid White,Islamabad,Local,1300 cc,Hatchback
11910812,Silver,Lahore,Local,1300 cc,Hatchback
11771139,Grey,Islamabad,Local,1000 cc,Hatchback
11903733,Graphite Grey,Islamabad,Local,1000 cc,Hatchback
11767477,Silver,Islamabad,Imported,1000 cc,Hatchback
11903297,Silver,Islamabad,Local,1300 cc,Hatchback
11910604,White,Sindh,Imported,1000 cc,Hatchback
11802386,White,Islamabad,Imported,1300 cc,Hatchback
11897202,White,Islamabad,Local,1000 cc,Hatchback
11743729,Solid White,Islamabad,Local,1300 cc,Hatchback
11910220,Black,Islamabad,Imported,1000 cc,Hatchback
11899372,Light Beige Metallic,Islamabad,Imported,1000 cc,Hatchback
11091802,Grey,Islamabad,Imported,1000 cc,Hatchback
11357445,Maroon,Punjab,Imported,1300 cc,Hatchback
11798575,White,Islamabad,Imported,1000 cc,Hatchback
11817035,Burgundy,Islamabad,Imported,1000 cc,Hatchback
11897721,shalimar,Islamabad,Imported,1000 cc,Hatchback
11863997,Pink,Punjab,Imported,1000 cc,Hatchback
11896311,Metallic Grey,Rawalpindi,Imported,1000 cc,Hatchback
11895515,Maroon,Islamabad,Local,1300 cc,Hatchback
11827299,Silver Metallic,Islamabad,Imported,1000 cc,Hatchback
11669021,Solid White,Lahore,Local,1300 cc,Hatchback
11893766,White,Islamabad,Local,1000 cc,Hatchback
11885794,Blue,Rawalpindi,Imported,1000 cc,Hatchback
11825487,Black,Islamabad,Imported,1000 cc,Hatchback
11899900,Maroon,Islamabad,Local,1300 cc,Hatchback
11398360,Graphite Grey,Islamabad,Local,1000 cc,Hatchback
11883529,Black,Lahore,Local,1300 cc,Hatchback
11839479,Silver,Lahore,Local,1300 cc,Hatchback
11860058,Pink,Islamabad,Imported,1000 cc,Hatchback
11859170,White,Islamabad,Local,1000 cc,Hatchback
11811988,White,Punjab,Local,1000 cc,Hatchback
11866679,Unlisted,Lahore,Imported,660 cc,Hatchback
11915219,Pink,Karachi,Imported,660 cc,Hatchback
11914708,Black,Islamabad,Imported,660 cc,Hatchback
11794103,White,Lahore,Imported,660 cc,N/A
11914094,Silver,Rawalpindi,Imported,660 cc,Hatchback
11888821,Bright Silver Metallic,Islamabad,Imported,660 cc,N/A
11912868,White,Rawalpindi,Imported,660 cc,Hatchback
11912742,Grey,Islamabad,Imported,660 cc,Hatchback
11904564,Blue,Punjab,Imported,660 cc,Hatchback
11889963,White,Punjab,Imported,660 cc,Hatchback
11911985,White,Islamabad,Imported,660 cc,Hatchback
11911915,White,Islamabad,Imported,660 cc,Hatchback
11911624,Silver,Punjab,Imported,660 cc,Hatchback
11903937,Silver,Islamabad,Imported,660 cc,Hatchback
11812152,White,Punjab,Imported,660 cc,Hatchback
11911460,White,Islamabad,Imported,660 cc,Hatchback
11910994,Silver,Islamabad,Imported,660 cc,Hatchback
11895436,White,Islamabad,Imported,660 cc,Hatchback
11649314,Grey,Punjab,Imported,660 cc,N/A
11040395,Silver,Islamabad,Local,660 cc,Hatchback
11660224,Blue,Islamabad,Imported,660 cc,Hatchback
11909667,Silver,Rawalpindi,Local,660 cc,Hatchback
11909649,White,Rawalpindi,Local,660 cc,N/A
11908745,Turquoise,Punjab,Imported,660 cc,Hatchback
11866187,Silver,Punjab,Imported,660 cc,N/A
11908252,Silver,Punjab,Imported,660 cc,N/A
11908132,Cool Silver,Islamabad,Imported,660 cc,Hatchback
11906956,White,Islamabad,Local,660 cc,Hatchback
11905861,Silver,Punjab,Local,660 cc,N/A
11905436,Golden,Karachi,Imported,660 cc,Hatchback
11904554,White,Islamabad,Imported,660 cc,Hatchback
11614286,White,Rawalpindi,Imported,660 cc,N/A
11901298,Black,Lahore,Imported,660 cc,Mini Van
11889321,Silver,Islamabad,Imported,660 cc,Hatchback
11810501,Unlisted,Punjab,Imported,660 cc,Hatchback
11789951,Purple,Islamabad,Imported,660 cc,N/A
11899300,White,Islamabad,Imported,660 cc,Hatchback
11899026,White,Karachi,Imported,660 cc,Hatchback
11898791,White,Islamabad,Imported,660 cc,Hatchback
11898460,White,Islamabad,Imported,660 cc,N/A
11898048,Silver,Islamabad,Imported,660 cc,N/A
11405888,White,Islamabad,Imported,660 cc,Hatchback
11773152,White,Punjab,Imported,660 cc,Hatchback
11773818,Green,Lahore,Imported,660 cc,SUV
11896312,White,Islamabad,Imported,660 cc,Hatchback
11896276,White,Islamabad,Imported,660 cc,N/A
11895361,White,Sindh,Local,660 cc,N/A
11895098,Blue,Punjab,Imported,660 cc,N/A
11890603,White,Punjab,Imported,660 cc,Hatchback
11889911,White,Islamabad,Imported,660 cc,Hatchback
11889500,Black,Islamabad,Imported,660 cc,Hatchback
11867241,White,Islamabad,Imported,660 cc,Hatchback
11889049,Silver,Punjab,Imported,660 cc,Hatchback
11886604,White,Islamabad,Imported,660 cc,N/A
11885618,Grey,Islamabad,Imported,660 cc,N/A
11885480,White,Punjab,Imported,660 cc,Hatchback
11885333,Blue,Islamabad,Imported,660 cc,N/A
11884047,Yellow,Karachi,Imported,660 cc,N/A
11883927,Black,Islamabad,Imported,660 cc,Hatchback
11883141,White,Islamabad,Imported,660 cc,Hatchback
10907636,Green,Rawalpindi,Imported,660 cc,SUV
11881045,Grey,Lahore,Imported,660 cc,Hatchback
11880836,Blue,Lahore,Imported,660 cc,Hatchback
11878892,Silver,Islamabad,Imported,660 cc,Hatchback
11878393,White,Lahore,Imported,660 cc,Hatchback
10473449,Black,Punjab,Imported,660 cc,Convertible
11830606,White,Islamabad,Imported,660 cc,Hatchback
11875574,White,Punjab,Imported,660 cc,SUV
11875070,White,Islamabad,Imported,660 cc,N/A
11808527,White,Punjab,Imported,660 cc,N/A
11872945,Navy,Sindh,Imported,660 cc,Hatchback
11870814,Unlisted,Karachi,Imported,660 cc,Hatchback
11868181,Black,Punjab,Imported,660 cc,N/A
11736719,Grey,Islamabad,Imported,660 cc,Hatchback
11866730,White,Islamabad,Imported,660 cc,Hatchback
11866462,Silver,Lahore,Imported,660 cc,Hatchback
11865393,Silver,Lahore,Imported,660 cc,Hatchback
11864063,White,Islamabad,Imported,660 cc,Hatchback
11863525,Cotton Ivory White,Islamabad,Imported,660 cc,Hatchback
11863266,Light Blue,Islamabad,Imported,660 cc,N/A
11704253,White,Islamabad,Local,660 cc,N/A
11860997,White,Punjab,Imported,660 cc,Hatchback
11860306,White,Islamabad,Imported,660 cc,N/A
11860123,White,Lahore,Imported,660 cc,N/A
11860103,White,Lahore,Imported,660 cc,N/A
11858261,Green,Islamabad,Imported,660 cc,SUV
11854178,White,Punjab,Imported,660 cc,Hatchback
11851809,Beige,Lahore,Imported,660 cc,Hatchback
11851342,Silver,Rawalpindi,Local,660 cc,Hatchback
11850836,Silver,Islamabad,Local,660 cc,Hatchback
11849315,White,Islamabad,Imported,600 cc,N/A
11844555,White,Sindh,Imported,660 cc,Hatchback
11704880,Red,Islamabad,Imported,660 cc,SUV
11843523,White,Islamabad,Imported,660 cc,Hatchback
11841935,White,Punjab,Imported,660 cc,Hatchback
11841782,Silver,Islamabad,Imported,660 cc,Hatchback
11840757,Dark Blue Mica,Islamabad,Imported,660 cc,SUV
11839937,Black,Islamabad,Imported,660 cc,Hatchback
11838310,White,Punjab,Imported,660 cc,N/A
11706367,Bluish Black Pearl,Sindh,Imported,660 cc,Hatchback
11808589,Silver,Lahore,Imported,660 cc,Hatchback
11834247,Black,Punjab,Imported,660 cc,Hatchback
11834245,White,Islamabad,Imported,660 cc,Hatchback
11832882,Bright Silver,Islamabad,Imported,660 cc,Hatchback
11832651,White,Islamabad,Imported,660 cc,Hatchback
11831623,Black,Lahore,Imported,660 cc,Hatchback
11591193,Cats Eye Blue Metallic,Lahore,Imported,660 cc,Hatchback
11830988,Grey,Islamabad,Imported,660 cc,SUV
11830328,Blue,Islamabad,Imported,660 cc,Hatchback
11830314,Yellow,Punjab,Imported,660 cc,Hatchback
11830287,Silver,Islamabad,Imported,660 cc,Hatchback
11708060,Silver,Punjab,Imported,660 cc,N/A
11830162,Yellow,Islamabad,Imported,660 cc,Hatchback
11829982,White,Islamabad,Imported,660 cc,Hatchback
11763075,Burgundy,Islamabad,Imported,660 cc,Hatchback
11828693,Blue,Punjab,Imported,660 cc,Hatchback
11828701,White,Rawalpindi,Local,660 cc,Hatchback
11828215,Black,Lahore,Imported,660 cc,Hatchback
11827547,Silver,Islamabad,Imported,660 cc,Hatchback
11826942,Silver,Punjab,Local,660 cc,N/A
11824298,White,Islamabad,Imported,660 cc,Hatchback
11822154,White,Islamabad,Imported,660 cc,N/A
11815517,Silver,Lahore,Imported,660 cc,N/A
11813883,Beige,Islamabad,Imported,660 cc,Hatchback
11470563,Gold,Sindh,Imported,660 cc,N/A
11812733,Orange,Punjab,Imported,660 cc,Hatchback
11812503,White,Lahore,Imported,660 cc,Hatchback
11663728,Grey,Sindh,Imported,660 cc,N/A
11810065,Silver,Islamabad,Imported,660 cc,N/A
11809488,Black,Lahore,Imported,660 cc,Hatchback
11808749,Maroon,Peshawar,Imported,660 cc,Hatchback
11806182,Black,Islamabad,Imported,660 cc,Hatchback
11804981,Silver,Islamabad,Imported,660 cc,SUV
11643619,Bright Silver Metallic,Punjab,Imported,660 cc,Hatchback
11804481,White,Lahore,Imported,660 cc,Hatchback
11564807,Green,Punjab,Imported,660 cc,SUV
11803728,Cream,Lahore,Imported,660 cc,Hatchback
11803017,Green,Islamabad,Imported,660 cc,N/A
11802556,White,Islamabad,Imported,660 cc,N/A
10915808,White,Islamabad,Imported,660 cc,Hatchback
11913598,Silver,Islamabad,Imported,660 cc,Hatchback
11320169,Silver,Islamabad,Imported,660 cc,Hatchback
11910571,White,Punjab,Imported,660 cc,SUV
11910444,White,Islamabad,Imported,660 cc,Hatchback
11909991,White,Islamabad,Imported,660 cc,Hatchback
11907766,Black,Lahore,Imported,660 cc,Hatchback
11907317,White,Islamabad,Imported,660 cc,N/A
11907289,White,Islamabad,Imported,660 cc,Hatchback
10809409,White,Islamabad,Imported,660 cc,Hatchback
11906980,Maroon,Punjab,Imported,660 cc,Mini Van
11660476,White,Punjab,Imported,660 cc,Hatchback
11904416,White,Islamabad,Imported,660 cc,Hatchback
11903008,Blue,Sindh,Imported,660 cc,Hatchback
11483899,Unlisted,Punjab,Imported,660 cc,Hatchback
11902185,Turquoise,Islamabad,Imported,660 cc,Hatchback
11902007,White,Islamabad,Imported,660 cc,Hatchback
11901103,Green,Lahore,Imported,660 cc,SUV
11900967,White,Islamabad,Local,660 cc,N/A
11900834,White,Islamabad,Imported,660 cc,Hatchback
11899214,White,Punjab,Local,660 cc,N/A
11898893,White,Islamabad,Imported,660 cc,Hatchback
11780964,Green,Lahore,Local,660 cc,Hatchback
11896631,White,Islamabad,Local,660 cc,N/A
11896153,White,Islamabad,Imported,660 cc,Hatchback
11894955,White,Punjab,Imported,660 cc,Hatchback
11890448,White,Islamabad,Imported,660 cc,Hatchback
11888799,White,Punjab,Imported,660 cc,N/A
11724650,Navy,Karachi,Imported,660 cc,Hatchback
11846359,White,Islamabad,Imported,660 cc,Hatchback
11885678,Golden,Islamabad,Imported,660 cc,Hatchback
11885079,Green,Abbottabad,Imported,660 cc,Hatchback
11884434,White,Karachi,Imported,660 cc,N/A
11230653,White,Punjab,Imported,660 cc,Hatchback
11880030,Silver,Punjab,Imported,660 cc,Hatchback
11876095,White,Punjab,Local,660 cc,N/A
11470650,Bright Silver Metallic,Islamabad,Imported,660 cc,Hatchback
11749023,Blue,Punjab,Local,660 cc,Hatchback
11869487,Silver,Islamabad,Imported,660 cc,N/A
11411247,Fizz Blue Pearl Metallic,Punjab,Local,660 cc,Hatchback
11863936,White,Islamabad,Imported,660 cc,Hatchback
11576871,Blue,Punjab,Imported,660 cc,Hatchback
11403276,Green,Sindh,Imported,660 cc,SUV
11596598,Unlisted,Islamabad,Imported,660 cc,Hatchback
11861608,White,Punjab,Imported,660 cc,Hatchback
11860355,Beige,Islamabad,Imported,660 cc,Hatchback
11856197,White,Punjab,Imported,660 cc,Hatchback
11855969,Silver,Islamabad,Imported,660 cc,N/A
11853967,Red,Islamabad,Imported,660 cc,Hatchback
11849645,White,Lahore,Imported,660 cc,Hatchback
11848577,Black,Punjab,Imported,660 cc,Mini Van
11841695,Blue,Sindh,Imported,660 cc,SUV
11843483,Blue,Karachi,Imported,660 cc,SUV
11842950,Burgundy,Islamabad,Imported,660 cc,Mini Van
11842914,White,Rawalpindi,Local,660 cc,N/A
11841740,White,Lahore,Imported,660 cc,Hatchback
11840478,White,Punjab,Imported,660 cc,N/A
11839595,Pink,Islamabad,Imported,660 cc,Hatchback
11838959,Blue,Punjab,Imported,660 cc,N/A
11838378,Silver,Punjab,Imported,660 cc,Hatchback
11836389,Black,Lahore,Imported,660 cc,Hatchback
11831284,White,Islamabad,Imported,660 cc,Hatchback
11828758,Golden,Islamabad,Imported,660 cc,Hatchback
11826562,Silver,Karachi,Imported,660 cc,N/A
11586389,Silver,Punjab,Imported,660 cc,N/A
11824101,White,Lahore,Imported,660 cc,Hatchback
11822215,Silver,Lahore,Imported,660 cc,Hatchback
11821861,White,Sindh,Imported,660 cc,Hatchback
11821189,Grey,Islamabad,Imported,660 cc,Hatchback
11819373,Gold,Lahore,Local,660 cc,N/A
11817354,Blue,Punjab,Imported,660 cc,Hatchback
11815536,White,Lahore,Imported,660 cc,Hatchback
11388554,White,Punjab,Imported,660 cc,Hatchback
11517727,White,Sindh,Local,660 cc,N/A
11813462,White,Islamabad,Imported,660 cc,N/A
11812731,Blue,Islamabad,Local,660 cc,N/A
11287704,Beige,Islamabad,Imported,660 cc,Hatchback
11337516,Gold,Rawalpindi,Imported,660 cc,N/A
11565641,Silky Silver Metallic,Islamabad,Imported,660 cc,Hatchback
11043547,Blue,Rawalpindi,Local,660 cc,Hatchback
11805806,Silver,Punjab,Imported,660 cc,N/A
11911209,Green,Punjab,Imported,1000 cc,Hatchback
11915275,Silver,Lahore,Local,1300 cc,Hatchback
11915146,Black,Lahore,Local,1000 cc,Hatchback
11914997,Red,Lahore,Imported,1000 cc,Hatchback
11914949,Grey,Punjab,Imported,1000 cc,Hatchback
11914808,White,Abbottabad,Local,1300 cc,Sedan
11914710,White,Rawalpindi,Local,1000 cc,Hatchback
11844882,Silver,Islamabad,Imported,1000 cc,Hatchback
11914529,Silver,Rawalpindi,Local,1000 cc,Hatchback
11910200,Silver,Islamabad,Imported,1300 cc,Hatchback
11912976,Silver,Karachi,Imported,1300 cc,Hatchback
11788305,White,Islamabad,Imported,1300 cc,Hatchback
11914014,White,Lahore,Imported,1300 cc,Sedan
11892896,Silver,Punjab,Imported,1300 cc,Hatchback
11913451,Turquoise,Punjab,Imported,1000 cc,Hatchback
11913359,Silver,Islamabad,Imported,1300 cc,Hatchback
11909654,Maroon,Islamabad,Imported,1300 cc,Hatchback
11913060,Gold,Sindh,Local,1300 cc,N/A
11913020,White,Rawalpindi,Local,1000 cc,Hatchback
11912956,Silver,Un-Registered,Imported,1000 cc,Hatchback
11912894,White,Islamabad,Local,1000 cc,Hatchback
11726283,White,Islamabad,Imported,1300 cc,Hatchback
11909120,Silver,Punjab,Local,1300 cc,Sedan
11908459,Silver,Islamabad,Imported,1300 cc,Hatchback
11751996,Beige,Islamabad,Imported,1000 cc,Hatchback
11748770,Pearl Red,Karachi,Local,1000 cc,Hatchback
11912151,Silver,Peshawar,Local,1300 cc,Sedan
11912085,White,Islamabad,Imported,1300 cc,Sedan
11906480,Red,Islamabad,Local,1000 cc,Hatchback
11906507,White,Islamabad,Imported,1300 cc,Sedan
11875621,White,Rawalpindi,Local,1000 cc,Hatchback
11911971,Maroon,Lahore,Local,1300 cc,Sedan
11598300,Star Silver Metallic,Peshawar,Imported,1200 cc,Hatchback
11880695,Black Sand Pearl,Lahore,Imported,1000 cc,Hatchback
11904696,Silver,Islamabad,Imported,1000 cc,Hatchback
11911604,Beige,Sindh,Local,1300 cc,Sedan
11911584,Silver,Islamabad,Imported,1000 cc,Hatchback
11773115,White,Lahore,Local,1300 cc,Sedan
11911367,White,Abbottabad,Local,1000 cc,Hatchback
11911354,Silver,Abbottabad,Local,1300 cc,Sedan
11911351,White,Punjab,Local,1000 cc,Hatchback
11902752,Golden,Islamabad,Local,1300 cc,N/A
11717445,White,Islamabad,Imported,1000 cc,Sedan
11911283,White,Karachi,Local,1000 cc,Hatchback
11911237,White,Islamabad,Local,1000 cc,N/A
11733247,Silver,Islamabad,Imported,1300 cc,Hatchback
11863684,Lite Green,Islamabad,Imported,1000 cc,Hatchback
11897187,Black,Islamabad,Imported,1000 cc,Hatchback
11892402,White,Islamabad,Imported,1000 cc,Hatchback
11764546,Grey,Islamabad,Imported,1300 cc,Sedan
11738684,Silky Silver,Islamabad,Local,1000 cc,Hatchback
11755705,Black Sand Pearl,Lahore,Imported,1000 cc,Hatchback
11910599,White,Punjab,Imported,1000 cc,Hatchback
11909770,White,Islamabad,Imported,1000 cc,Hatchback
11870680,Golden,Islamabad,Imported,1000 cc,Hatchback
11898419,Navy,Sindh,Imported,1000 cc,Hatchback
11792331,Pink,Islamabad,Imported,1300 cc,Hatchback
11525180,mattalic blue,Lahore,Local,1000 cc,Hatchback
11439413,maroon,Punjab,Imported,1000 cc,Sedan
11895605,Silver,Islamabad,Local,1000 cc,Hatchback
11215526,Red,Islamabad,Imported,1300 cc,Sedan
11862470,Blue,Islamabad,Imported,1300 cc,Hatchback
11588815,White,Punjab,Imported,1300 cc,Sedan
11915398,Silky Silver,Islamabad,Local,660 cc,Hatchback
11822042,Silver,Islamabad,Imported,660 cc,N/A
11916446,White,Islamabad,Local,660 cc,Hatchback
11914946,White,Islamabad,Local,660 cc,Hatchback
11916285,White,Islamabad,Local,660 cc,Hatchback
11916173,Brown,Islamabad,Imported,660 cc,Hatchback
11916148,Unlisted,Islamabad,Imported,660 cc,N/A
11916131,Orange,Islamabad,Imported,660 cc,Hatchback
11916116,Pink,Sindh,Imported,660 cc,Hatchback
11916041,White,Islamabad,Local,660 cc,Hatchback
11915871,Grey,Abbottabad,Local,660 cc,Hatchback
11915714,Black,Islamabad,Imported,660 cc,Hatchback
11835495,Black,Islamabad,Imported,660 cc,Hatchback
11915373,Silver Metallic,Islamabad,Imported,660 cc,Hatchback
11823583,White,Islamabad,Local,660 cc,Hatchback
11915432,White,Lahore,Imported,660 cc,N/A
11738768,Green,Punjab,Imported,660 cc,Hatchback
11888611,Grey,Punjab,Local,660 cc,Hatchback
11916406,White,Islamabad,Imported,1000 cc,Hatchback
11915627,Beige,Punjab,Imported,1000 cc,Hatchback
11916281,White,Punjab,Imported,1000 cc,Hatchback
11779245,Beige,Islamabad,Imported,1000 cc,Hatchback
11916142,White,Islamabad,Local,1000 cc,Hatchback
11916114,Solid White,Punjab,Local,1000 cc,Hatchback
11915998,White,Islamabad,Imported,1000 cc,Sedan
11915979,White,Rawalpindi,Local,1000 cc,Hatchback
11915893,White,Punjab,Local,1300 cc,Hatchback
11915789,Golden,Abbottabad,Local,1000 cc,Hatchback
11915701,White,Islamabad,Local,1000 cc,Hatchback
11915575,White,Islamabad,Local,1300 cc,Hatchback
11915523,Silver,Rawalpindi,Imported,1300 cc,Hatchback
11912219,White,Karachi,Local,1300 cc,Hatchback
11917345,Black Mica Metallic,Lahore,Imported,660 cc,Hatchback
11917230,Silver,Islamabad,Imported,660 cc,Hatchback
11917216,Maroon,Lahore,Local,660 cc,N/A
11917308,White,Un-Registered,Imported,660 cc,N/A
11917174,White,Islamabad,Imported,660 cc,N/A
11916979,Black,Islamabad,Imported,660 cc,N/A
11907690,White,Islamabad,Local,660 cc,Mini Vehicles
11917148,Silver,Islamabad,Imported,1000 cc,Hatchback
11917234,White,Islamabad,Local,1300 cc,Hatchback
11692714,Grey,Islamabad,Local,1300 cc,Hatchback
11916492,White,Islamabad,Local,1000 cc,Hatchback
11916992,Grey,Islamabad,Imported,1000 cc,Hatchback
11916942,Grey,Islamabad,Local,1300 cc,Hatchback
11916907,White,Islamabad,Local,1000 cc,Hatchback
11916862,Blue,Sindh,Local,1300 cc,Sedan
11916771,Silky Silver,Islamabad,Local,1300 cc,Hatchback
11871805,Maroon,Sindh,Local,1300 cc,Hatchback
11916684,White,Abbottabad,Local,1300 cc,Sedan
11916609,lavender,Islamabad,Imported,1000 cc,Hatchback
11916586,Grey,Punjab,Imported,1000 cc,Hatchback
11916560,Blue,Islamabad,Local,1000 cc,Hatchback
11866115,White,Peshawar,Imported,1300 cc,SUV
11917824,White,Lahore,Imported,660 cc,Hatchback
11918954,White,Islamabad,Imported,660 cc,N/A
11918907,White,Islamabad,Local,660 cc,Hatchback
11918714,White,Sindh,Imported,660 cc,Hatchback
11918607,Magenta,Punjab,Imported,660 cc,Hatchback
11918586,White,Islamabad,Imported,660 cc,N/A
11918590,White,Lahore,Local,660 cc,Hatchback
11918291,Silver,Lahore,Imported,660 cc,Hatchback
11918194,White,Karachi,Imported,660 cc,Hatchback
11918173,White,Islamabad,Local,660 cc,Hatchback
11918097,White,Islamabad,Imported,660 cc,Hatchback
11917873,Red,Lahore,Imported,660 cc,N/A
11917648,Brown,Lahore,Local,660 cc,Hatchback
11780004,Blue,Islamabad,Imported,660 cc,Hatchback
11917768,White,Islamabad,Imported,660 cc,Hatchback
11916555,Blue,Punjab,Local,1000 cc,Hatchback
11918530,White,Islamabad,Local,1300 cc,Hatchback
11918261,White,Islamabad,Imported,1300 cc,Sedan
11918992,Silver,Lahore,Local,1300 cc,Sedan
11918849,Silver,Islamabad,Imported,1000 cc,Hatchback
11745419,White,Islamabad,Imported,1000 cc,N/A
11918719,White,Islamabad,Local,1300 cc,Hatchback
11918680,Golden,Rawalpindi,Local,1000 cc,Hatchback
11917555,Silver,Islamabad,Imported,1300 cc,Hatchback
11918443,Silver,Lahore,Local,1300 cc,Sedan
11872801,White,Islamabad,Imported,1000 cc,Hatchback
11918442,Red,Islamabad,Imported,1000 cc,Hatchback
11918406,White,Punjab,Imported,1300 cc,Hatchback
11918348,Silver,Sindh,Imported,1300 cc,N/A
11918297,White,Islamabad,Local,1000 cc,Hatchback
11863034,Black,Islamabad,Imported,1000 cc,Hatchback
11918230,Silver,Islamabad,Imported,1000 cc,Hatchback
11918178,White,Punjab,Local,1300 cc,Sedan
11878642,Grey,Punjab,Local,1000 cc,Hatchback
11918084,Silver,Punjab,Local,1000 cc,Hatchback
11918001,White,Islamabad,Local,1300 cc,Hatchback
11779907,White,Islamabad,Local,1300 cc,Sedan
11917668,Silver,Islamabad,Local,1300 cc,Hatchback
11917571,Grey,Punjab,Local,1300 cc,Hatchback
11917465,Blue,Punjab,Local,1000 cc,Hatchback
11919629,White,Islamabad,Local,660 cc,Hatchback
11918917,White,Islamabad,Local,660 cc,Hatchback
11919162,White,Islamabad,Local,660 cc,Hatchback
11694490,White,Islamabad,Imported,660 cc,N/A
11919681,White,Islamabad,Imported,660 cc,N/A
11919371,Brown,Lahore,Imported,660 cc,Hatchback
11919310,Red,Islamabad,Imported,660 cc,Hatchback
11919306,Maroon,Islamabad,Imported,660 cc,Hatchback
11919107,White,Islamabad,Local,660 cc,Hatchback
11514698,Night Hawk Black Pearl,Islamabad,Imported,660 cc,Hatchback
11919129,White,Islamabad,Imported,660 cc,SUV
11919142,Black,Lahore,Imported,1000 cc,Hatchback
11918708,White,Lahore,Local,1000 cc,Hatchback
11919719,Grey,Punjab,Local,1000 cc,Hatchback
11623635,Silver,Rawalpindi,Imported,1000 cc,N/A
11521440,Solid White,Islamabad,Imported,1300 cc,Hatchback
11919345,Magenta,Islamabad,Imported,1000 cc,Hatchback
11919470,White,Islamabad,Local,1000 cc,Hatchback
11919399,Silver,Islamabad,Local,1000 cc,Hatchback
11919336,Black,Islamabad,Imported,1000 cc,Hatchback
11919331,White,Islamabad,Local,1300 cc,Hatchback
11919284,White,Islamabad,Imported,1300 cc,SUV
11918017,Silver,Islamabad,Imported,1000 cc,Hatchback
11919071,Silver,Islamabad,Imported,1000 cc,Hatchback
11744329,Blue,Sialkot,Imported,1100 cc,N/A
11921062,White,Punjab,Imported,660 cc,Mini Van
11922159,White,Lahore,Imported,660 cc,Hatchback
11922020,Burgundy,Punjab,Imported,660 cc,Hatchback
11921852,Black,Islamabad,Local,660 cc,Hatchback
11754213,Silver,Islamabad,Imported,660 cc,Hatchback
11921681,White,Islamabad,Local,660 cc,Hatchback
11921364,Pink,Lahore,Imported,660 cc,Hatchback
11921611,Silver,Islamabad,Imported,660 cc,Hatchback
11921482,Black,Islamabad,Imported,660 cc,Hatchback
11921404,Silver,Islamabad,Local,660 cc,Hatchback
11921386,Silver,Punjab,Imported,660 cc,Hatchback
11921349,White,Islamabad,Local,660 cc,Hatchback
11921272,White,Lahore,Imported,660 cc,N/A
11921048,White,Islamabad,Imported,660 cc,Hatchback
11920618,Pink,Punjab,Imported,660 cc,Mini Van
11921040,White,Lahore,Imported,660 cc,Hatchback
11921021,White,Punjab,Local,660 cc,Hatchback
11920808,White,Islamabad,Imported,660 cc,Hatchback
11920789,White,Islamabad,Local,660 cc,Hatchback
11920782,Brown,Sindh,Imported,660 cc,N/A
