id,source,model_full,year,price_lacs,url,first_seen,last_seen,high_price_seen
12012727,PakWheels,Suzuki Alto Lapin,2012,18.9,https://www.pakwheels.com/used-cars/suzuki-alto-lapin-2012-for-sale-in-rawalpindi-12012727,2026-09-18T13:37,2026-09-22T02:54,18.9
11890603,PakWheels,Suzuki Alto,2007,19.0,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-islamabad-11890603,2026-08-27T13:18,2026-09-22T02:54,20.0
12012050,PakWheels,Suzuki Alto,2006,19.0,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-islamabad-12012050,2026-09-17T23:56,2026-09-22T02:54,19.0
1119425848,OLX,Daihatsu Mira,2010,19.0,https://www.olx.com.pk/item/-iid-1119425848,2026-09-18T13:37,2026-09-22T02:54,19.0
11863193,PakWheels,Daihatsu Move,2011,19.2,https://www.pakwheels.com/used-cars/daihatsu-move-2011-for-sale-in-rawalpindi-11863193,2026-08-15T20:37,2026-09-22T02:54,19.9
12010458,PakWheels,Mitsubishi EK Wagon,2007,19.4,https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2007-for-sale-in-rawalpindi-12010458,2026-09-17T19:15,2026-09-22T02:54,19.4
12011662,PakWheels,Mitsubishi EK Space,2014,19.5,https://www.pakwheels.com/used-cars/mitsubishi-ek-space-2014-for-sale-in-rawalpindi-12011662,2026-09-17T23:56,2026-09-22T02:54,19.5
12010106,PakWheels,Daihatsu Terios Kid,2004,19.5,https://www.pakwheels.com/used-cars/daihatsu-terios-kid-2004-for-sale-in-islamabad-12010106,2026-09-17T19:15,2026-09-22T02:54,19.5
1119399902,OLX,Daihatsu Mira,2007,19.5,https://www.olx.com.pk/item/-iid-1119399902,2026-09-17T14:04,2026-09-22T02:54,19.5
11755705,PakWheels,Toyota Vitz,2008,21.0,https://www.pakwheels.com/used-cars/toyota-vitz-2008-for-sale-in-rawalpindi-11755705,2026-08-27T13:18,2026-09-22T02:54,21.0
11530915,PakWheels,Toyota Vitz,2005,21.0,https://www.pakwheels.com/used-cars/toyota-vitz-2005-for-sale-in-islamabad-11530915,2026-09-17T23:56,2026-09-22T02:54,21.0
11993169,PakWheels,Nissan Moco,2011,21.5,https://www.pakwheels.com/used-cars/nissan-moco-2011-for-sale-in-islamabad-11993169,2026-09-13T18:47,2026-09-22T02:54,21.5
12011495,PakWheels,Toyota Vitz,2005,21.5,https://www.pakwheels.com/used-cars/toyota-vitz-2005-for-sale-in-islamabad-12011495,2026-09-17T19:15,2026-09-22T02:54,21.5
11965577,PakWheels,Toyota Vitz,2007,21.5,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-islamabad-11965577,2026-09-07T20:00,2026-09-22T02:54,22.0
11923717,PakWheels,Suzuki Swift,2016,22.0,https://www.pakwheels.com/used-cars/suzuki-swift-2016-for-sale-in-rawalpindi-11923717,2026-08-29T13:34,2026-09-22T02:54,22.0
1117980771,OLX,Toyota Vitz,2000,22.0,https://www.olx.com.pk/item/-iid-1117980771,2026-09-17T14:04,2026-09-22T02:54,22.0
1117214269,OLX,Daihatsu Move,2011,22.5,https://www.olx.com.pk/item/-iid-1117214269,2026-09-17T14:04,2026-09-22T02:54,22.5
12012482,PakWheels,Suzuki Alto,2010,23.0,https://www.pakwheels.com/used-cars/suzuki-alto-2010-for-sale-in-rawalpindi-12012482,2026-09-17T23:56,2026-09-22T02:54,23.5
12010202,PakWheels,Suzuki Alto,2021,23.5,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-islamabad-12010202,2026-09-17T19:15,2026-09-22T02:54,23.5
11920743,PakWheels,Suzuki Swift,2015,23.5,https://www.pakwheels.com/used-cars/suzuki-swift-2015-for-sale-in-islamabad-11920743,2026-09-02T18:31,2026-09-22T02:54,23.5
1119394657,OLX,Daihatsu Mira,2015,23.5,https://www.olx.com.pk/item/-iid-1119394657,2026-09-17T14:04,2026-09-22T02:54,23.5
1119392544,OLX,Daihatsu Mira,2013,23.8,https://www.olx.com.pk/item/-iid-1119392544,2026-09-17T14:04,2026-09-22T02:54,23.8
12010688,PakWheels,Suzuki Alto,2012,23.95,https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-islamabad-12010688,2026-09-17T19:15,2026-09-22T02:54,23.95
12010214,PakWheels,Daihatsu Move,2013,24.0,https://www.pakwheels.com/used-cars/daihatsu-move-2013-for-sale-in-rawalpindi-12010214,2026-09-17T19:15,2026-09-22T02:54,24.0
12012227,PakWheels,Suzuki Alto,2014,24.5,https://www.pakwheels.com/used-cars/suzuki-alto-2014-for-sale-in-islamabad-12012227,2026-09-17T23:56,2026-09-22T02:54,24.5
1118196149,OLX,Daihatsu Mira,2014,24.7,https://www.olx.com.pk/item/-iid-1118196149,2026-09-18T13:37,2026-09-22T02:54,24.7
1119422519,OLX,Toyota Belta,2007,24.75,https://www.olx.com.pk/item/-iid-1119422519,2026-09-18T13:37,2026-09-22T02:54,25.0
12013312,PakWheels,Suzuki Swift,2014,24.9,https://www.pakwheels.com/used-cars/suzuki-swift-2014-for-sale-in-islamabad-12013312,2026-09-18T13:37,2026-09-22T02:54,25.25
11877897,PakWheels,Daihatsu Mira,2015,24.92,https://www.pakwheels.com/used-cars/daihatsu-mira-2015-for-sale-in-islamabad-11877897,2026-09-17T23:56,2026-09-22T02:54,24.92
12011291,PakWheels,Nissan Dayz,2014,25.0,https://www.pakwheels.com/used-cars/nissan-dayz-2014-for-sale-in-rawalpindi-12011291,2026-09-17T19:15,2026-09-22T02:54,25.0
12011824,PakWheels,Daihatsu Terios Kid,2011,25.9,https://www.pakwheels.com/used-cars/daihatsu-terios-kid-2011-for-sale-in-rawalpindi-12011824,2026-09-17T23:56,2026-09-22T02:54,25.9
1119414539,OLX,Toyota Passo,2010,25.9,https://www.olx.com.pk/item/-iid-1119414539,2026-09-18T13:37,2026-09-22T02:54,25.9
1117896397,OLX,Toyota Passo,2013,26.75,https://www.olx.com.pk/item/-iid-1117896397,2026-09-18T13:37,2026-09-22T02:54,26.75
11966222,PakWheels,Daihatsu Mira,2014,27.25,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-islamabad-11966222,2026-09-07T20:00,2026-09-22T02:54,27.25
12011620,PakWheels,Suzuki Alto,2021,27.3,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-islamabad-12011620,2026-09-17T23:56,2026-09-22T02:54,27.3
